movieId,title,genre,plot
4304,Startup.com (2001),Documentary,"Friends since high school, 20-somethings Kaleil Isaza Tuzman and Tom Herman have an idea: a Web site for people to conduct business with municipal governments. This documentary tracks the rise and fall of govWorks.com from May of 1999 to December of 2000, and the trials the business brings to the relationship of these best friends. Kaleil raises the money, Tom's the technical chief. A third partner wants a buy out; girlfriends come and go; Tom's daughter needs attention. And always the need for cash and for improving the site. Venture capital comes in by the millions. Kaleil is on C-SPAN, CNN, and magazine covers. Will the business or the friendship crash first?"
4305,Angel Eyes (2001),Romance,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice."
4306,Shrek (2001),Adventure,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."
4307,"Fast Food, Fast Women (2000)",Comedy,"How important is the truth when falling in love? Bella is a Manhattan café waitress, about to turn 35, stuck in a long-term affair going nowhere. Paul is a widower, facing old age alone. Bella's mother sets her up with Bruno, a novelist/cabbie who likes to bed-hop and whose ex-wife expects their two children to stay with him for awhile. While Bruno learns some maturity from his young daughter, Paul answers a personals ad placed by a ""widow, 60."" The two couples - along with one of Paul's older pals and a Jungian stripper - sort out how to initiate a relationship these days, what to do when someone you like disappoints you, and when to tell the truth."
4308,Moulin Rouge (2001),Drama,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star."
4309,Petits Freres (Petits Frères) (1999),Drama,Talia runs away from home taking her beloved dog with her. When her dog is stolen Talia enlists the help of a gang of boys to help her find her pet.
4310,Pearl Harbor (2001),Action,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941."
4311,Bloody Angels (1732 Høtten: Marerittet har et postnummer) (1998),Thriller,"A few months after a girl with developmental disabilities is murdered in the remote village Høtten, the two young men who most townsfolk think killed her go missing. A police detective is sent to investigate and finds this very challenging."
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure,"As the denizens of a Tibetan village prepare for their arduous annual trek to exchange salt for grain, the community's allegiances are split between aging chieftain Tinle (Thilen Lhondup) and rebellious young Karma (Gurgon Kyap). Tinle tries to maintain his clout and preserve obedience to ancient customs when Karma challenges the old man's power."
4313,"Man Who Cried, The (2000)",Drama,A young refugee travels from Russia to America in search of her lost father and falls in love with a gypsy horseman.
4314,Our Song (2000),Drama,"Three best friends, once inseparable, drift apart when their school closes down and the realities of adult life dawn on them."
4315,Gabriela (2001),Comedy,"Mike is romantic, persistent, and a social worker at a psychiatric clinic. He falls for a new intern, Gabriela, who is passionate and engaged."
4316,Ice Castles (1978),Drama,Alexis is on top of the world until a tragic accident dashes her hopes and dreams of becoming a world-class figure skater. Only with the help of those who love her can she prove to the world — and herself — that she still has the potential to realize her dreams.
4317,Love Potion #9 (1992),Comedy,"Unlucky in love, chemist Paul Matthews visits gypsy Madame Rosa for help. Quickly realizing he is a hopeless nerd, she gifts him with Love Potion No. 8, which makes anyone who wears it irresistible to the opposite sex for four hours. Paul and animal psychologist coworker Diane Farrow decide to test it on themselves. The awkward pair suddenly find themselves alluring to anyone they approach, but soon realize they are most attracted to each other."
4318,Postcards From the Edge (1990),Comedy,A substance-addicted actress tries to look on the bright side even as she's forced to move back in with her mother to avoid unemployment.
4319,Apache (1954),Western,"Following the surrender of Geronimo, Massai, the last Apache warrior is captured and scheduled for transportation to a Florida reservation. On the way he manages to escape and heads for his homeland to win back his girl and settle down to grow crops. His pursuers have other ideas though."
4320,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians) (1976)",Comedy,"Buffalo Bill plans to put on his own Wild West sideshow, and Chief Sitting Bull has agreed to appear in it. However, Sitting Bull has his own hidden agenda, involving the President and General Custer."
4321,City Slickers (1991),Comedy,"Three New York businessmen decide to take a ""Wild West"" vacation that turns out not to be the relaxing vacation they had envisioned."
4322,Eight Men Out (1988),Drama,"Buck Weaver and Hap Felsch are young idealistic players on the Chicago White Sox, a pennant-winning team owned by Charles Comiskey -  a penny-pinching, hands-on manager who underpays his players and treats them with disdain. And when gamblers and hustlers discover that Comiskey's demoralized players are ripe for a money-making scheme, one by one the team members agree to throw the World Series. But when the White Sox are defeated, a couple of sports writers smell a fix and a national scandal explodes, ripping the cover off America's favorite pastime."
4323,"Horse Soldiers, The (1959)",Adventure,A Union Cavalry outfit is sent behind confederate lines in strength to destroy a rail supply center. Along with them is sent a doctor who causes instant antipathy between him and the commander. The secret plan for the mission is overheard by a southern belle who must be taken along to assure her silence.
